gene_name,mad
MGAT3,0.8533319396028034
PLIN2,0.85325966407237
NCR3LG1,0.8530215710588103
GCNT3,0.8526996884359801
SLC7A2,0.8524138990114505
BICDL2,0.8523577828817919
JCAD,0.8515370954634238
DMGDH,0.8512266620307773
FYB1,0.8510872941017835
ACSL1,0.8508759732951514
PLD4,0.8506723051237239
CDH1,0.8506470211708166
AMDHD1,0.8505245093784615
ADGRG6,0.8504930646725049
S100A1,0.850271571444174
BIRC3,0.8500390409014882
ANKRD22,0.8498963669094253
NXNL2,0.8498434214857
GJA4,0.8497774306636234
FPR3,0.8490427446404896
CCL2,0.8487318631400305
PDGFRB,0.8487031880880824
TUB,0.8486525847499533
PTER,0.8485765024010217
SNAP25,0.8482249477342201
FBLIM1,0.8478539348274952
RAB6B,0.8474883454210924
ZNF189,0.8463483475515261
KANK3,0.8463412074238859
CYSLTR2,0.8459276625028276
SYTL2,0.8452067399732899
EDIL3,0.8449327119156793
SLC2A5,0.8448041192471178
SOWAHB,0.8443043023482328
CXCL14,0.8439094623073586
FOXC2,0.8434744951988424
AIM2,0.8433308147049678
P2RY12,0.843310255936099
TSPAN7,0.8432736925598383
EDNRA,0.8430786108389334
TNFSF14,0.8430279770562921
BAMBI,0.8429065958835937
TPSB2,0.8427630420487295
ZNF471,0.8426928914189504
PDZK1,0.8422268109852986
SLC17A2,0.8416528948028872
SNAI1,0.8414883738902632
STXBP1,0.8411625995093615
SLC2A10,0.8411598846576149
CENPV,0.8410413357734252
OIT3,0.8409959809285512
GLDC,0.8408095290041779
CD248,0.8406445642570324
ATOH8,0.8399637613565294
SEZ6L2,0.8398253082939178
CHST1,0.8396096472860795
GPC6,0.8395837113902855
EPHA4,0.8393850336693913
BHLHA15,0.8386381716804358
EPCAM,0.838584653950905
C1QTNF1,0.8385191021969591
F8,0.8384912798283772
DACT1,0.8381997502517142
BGN,0.8380548549843354
NEDD9,0.8380312007365642
TOX,0.8376521524466565
IGF2BP1,0.8376152772861982
CTXN1,0.83729762482822
CXCL8,0.83686878651694
ESPN,0.8364747938625465
ATP8A1,0.8362665421521398
NRARP,0.8362338764654109
TUBB4A,0.8353479317729465
PLPP3,0.8353455141405313
CYS1,0.8353247473014838
LPL,0.8352702965751471
ACSM2A,0.8352564739886708
SBSPON,0.8348897221288869
DCDC2,0.8347911263850865
DENND11,0.8343445449544342
BCL2A1,0.8340996486875514
ITIH5,0.8338331022816412
CYBRD1,0.8335569111053722
CIB4,0.8332726266539126
TMEM178B,0.8329263107944334
AQP3,0.8323738158057319
SLCO2B1,0.8318082656607633
DIRAS2,0.8316818320612183
PIK3AP1,0.8305347062666817
RSRP1,0.8303553522765306
STK32B,0.8301634629940957
OLR1,0.8300433096983877
NRXN2,0.8299274603046509
C14orf132,0.829802995721103
BDKRB2,0.8296824306125359
PXDNL,0.8295182053884709
CES1,0.8292932070023433
ALDH1A3,0.8280596772000894
METTL24,0.8277587276645226
APOH,0.8274219356711989
RGS4,0.8271482822521303
TSPAN2,0.8271006946475892
TMEM171,0.827074127858265
LRIG3,0.8266064053102977
NRN1,0.8264417116123868
STEAP2,0.8261073129142771
SLC5A3,0.8256677817587295
GLYAT,0.8256421752347132
P3H3,0.8248739504487481
VDR,0.8244058755622508
PNMA6A,0.8239407070856353
BCL6B,0.8238045508054341
ADRA2C,0.8237726931357616
PLAC9,0.8231609293536084
CD93,0.8230026447683176
FBXL16,0.8229304366377361
ASRGL1,0.8227467440519378
FAM162B,0.8226559686758335
UNC5B,0.8224898956614046
CSAD,0.8224483302015777
CYGB,0.8222398259732042
DIXDC1,0.8221592158126425
BTNL9,0.8215912030335799
ENTPD2,0.8212467825737071
PIEZO2,0.8211859206135612
ANO1,0.8211765770473791
ARNT2,0.8211657726211818
RRAD,0.8209594641302962
ZMAT4,0.8209068254295944
GPER1,0.8206897837392324
AKR1C1,0.8202839627807657
RERG,0.8202609692960268
IHH,0.820055550128708
PCDH12,0.8199759669029891
GPRC5A,0.8199086307340608
SALL2,0.8195893530091873
COL16A1,0.819421678304949
PLS1,0.8191734450270429
SIGLEC8,0.8190220602525722
PER3,0.8189812310570832
NKG7,0.8183889499522419
TRPV4,0.8183664563197555
TM4SF18,0.818286129126883
FLNC,0.8181847806508711
BHMT,0.8177094190980156
KHK,0.817630874103422
RIMKLA,0.8169579057457916
