feature,group_a,group_b,n_a,n_b,median_a,median_b,mean_a,mean_b,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,p_adjusted_holm
HALLMARK_ADIPOGENESIS,STATE_A,STATE_B,17,14,0.48138652,0.47707024,0.48028853,0.46734558,0.1092437,-0.33613445,0.56302521,0.6197691,1.0
HALLMARK_ADIPOGENESIS,STATE_A,STATE_C,17,14,0.48138652,0.46705213,0.48028853,0.46198094,0.32773109,-0.07584034,0.68907563,0.12645617,1.0
HALLMARK_ADIPOGENESIS,STATE_A,STATE_D,17,24,0.48138652,0.47175681,0.48028853,0.47034105,0.21568627,-0.12745098,0.53921569,0.24967791,1.0
HALLMARK_ADIPOGENESIS,STATE_B,STATE_C,14,14,0.47707024,0.46705213,0.46734558,0.46198094,0.10204082,-0.34693878,0.54081633,0.66247185,1.0
HALLMARK_ADIPOGENESIS,STATE_B,STATE_D,14,24,0.47707024,0.47175681,0.46734558,0.47034105,0.05357143,-0.3452381,0.45833333,0.79700763,1.0
HALLMARK_ADIPOGENESIS,STATE_C,STATE_D,14,24,0.46705213,0.47175681,0.46198094,0.47034105,-0.10714286,-0.47619048,0.27395833,0.59640726,1.0
HALLMARK_ALLOGRAFT_REJECTION,STATE_A,STATE_B,17,14,0.18520238,0.21256586,0.18287662,0.19652039,-0.12605042,-0.57983193,0.35294118,0.56490854,1.0
HALLMARK_ALLOGRAFT_REJECTION,STATE_A,STATE_C,17,14,0.18520238,0.32319764,0.18287662,0.33309879,-0.92436975,-1.0,-0.76470588,1.383e-05,1.0
HALLMARK_ALLOGRAFT_REJECTION,STATE_A,STATE_D,17,24,0.18520238,0.23823223,0.18287662,0.24443773,-0.49019608,-0.76960784,-0.16654412,0.00846221,1.0
HALLMARK_ALLOGRAFT_REJECTION,STATE_B,STATE_C,14,14,0.21256586,0.32319764,0.19652039,0.33309879,-0.54081633,-0.86734694,-0.13265306,0.01585427,1.0
HALLMARK_ALLOGRAFT_REJECTION,STATE_B,STATE_D,14,24,0.21256586,0.23823223,0.19652039,0.24443773,-0.19047619,-0.61919643,0.25,0.34047185,1.0
HALLMARK_ALLOGRAFT_REJECTION,STATE_C,STATE_D,14,24,0.32319764,0.23823223,0.33309879,0.24443773,0.55357143,0.22619048,0.82752976,0.0051233,1.0
HALLMARK_ANDROGEN_RESPONSE,STATE_A,STATE_B,17,14,0.43819807,0.39752623,0.43632997,0.39898609,0.50420168,0.12584034,0.83193277,0.01818618,0.10911708
HALLMARK_ANDROGEN_RESPONSE,STATE_A,STATE_C,17,14,0.43819807,0.39185677,0.43632997,0.3797078,0.70588235,0.39495798,0.93277311,0.00091818,0.10911708
HALLMARK_ANDROGEN_RESPONSE,STATE_A,STATE_D,17,24,0.43819807,0.40049324,0.43632997,0.3996973,0.58823529,0.27438725,0.84803922,0.00156525,0.10911708
HALLMARK_ANDROGEN_RESPONSE,STATE_B,STATE_C,14,14,0.39752623,0.39185677,0.39898609,0.3797078,0.21428571,-0.20408163,0.63265306,0.34622979,1.0
HALLMARK_ANDROGEN_RESPONSE,STATE_B,STATE_D,14,24,0.39752623,0.40049324,0.39898609,0.3996973,0.01785714,-0.37514881,0.39880952,0.93969482,1.0
HALLMARK_ANDROGEN_RESPONSE,STATE_C,STATE_D,14,24,0.39185677,0.40049324,0.3797078,0.3996973,-0.24404762,-0.60119048,0.14925595,0.2203546,1.0
HALLMARK_ANGIOGENESIS,STATE_A,STATE_B,17,14,0.50365283,0.40978665,0.49579114,0.41168655,0.49579832,0.09243697,0.79831933,0.02022695,0.1213617
HALLMARK_ANGIOGENESIS,STATE_A,STATE_C,17,14,0.50365283,0.43082449,0.49579114,0.42733774,0.46218487,0.05882353,0.80672269,0.03051547,0.15257735
HALLMARK_ANGIOGENESIS,STATE_A,STATE_D,17,24,0.50365283,0.46606055,0.49579114,0.45704899,0.25,-0.10306373,0.58823529,0.18142781,0.72571124
