feature,group_count,available_n,group_sizes,comparison_status,not_estimable_reason,kruskal_h,p_value,q_value,epsilon_squared
wavelet-HLL_gldm_SmallDependenceEmphasis,4,69,17;14;14;24,estimable,,1.65621292,0.64671213,0.75449749,0.0
wavelet-HLL_ngtdm_Contrast,4,69,17;14;14;24,estimable,,3.43074186,0.32985638,0.48760096,0.0066268
wavelet-HLH_firstorder_Energy,4,69,17;14;14;24,estimable,,2.67664979,0.44421001,0.60003328,0.0
wavelet-HLH_firstorder_Entropy,4,69,17;14;14;24,estimable,,1.66458235,0.64483644,0.75449749,0.0
wavelet-HLH_firstorder_Kurtosis,4,69,17;14;14;24,estimable,,1.52847487,0.67571411,0.76534425,0.0
wavelet-HLH_firstorder_Maximum,4,69,17;14;14;24,estimable,,1.9353437,0.5859342,0.71050289,0.0
wavelet-HLH_firstorder_Mean,4,69,17;14;14;24,estimable,,1.50612158,0.6808582,0.76534425,0.0
wavelet-HLH_firstorder_Median,4,69,17;14;14;24,estimable,,3.69659081,0.29614564,0.44932442,0.01071678
wavelet-HLH_firstorder_Skewness,4,69,17;14;14;24,estimable,,0.89106947,0.8275824,0.86089082,0.0
wavelet-HLH_glcm_Autocorrelation,4,69,17;14;14;24,estimable,,2.40743167,0.49225272,0.63987183,0.0
wavelet-HLH_glcm_Correlation,4,69,17;14;14;24,estimable,,3.41556101,0.33187983,0.48760096,0.00639325
wavelet-HLH_glcm_Id,4,69,17;14;14;24,estimable,,2.55913844,0.46469818,0.61911462,0.0
wavelet-HLH_glcm_Idmn,4,69,17;14;14;24,estimable,,0.95442264,0.81227839,0.85169089,0.0
wavelet-HLH_glcm_Imc1,4,69,17;14;14;24,estimable,,6.56092698,0.08729042,0.18571786,0.05478349
wavelet-HLH_glcm_Imc2,4,69,17;14;14;24,estimable,,4.46477026,0.21545431,0.34743418,0.02253493
wavelet-HLH_glcm_MCC,4,69,17;14;14;24,estimable,,3.09132001,0.37775861,0.52886205,0.00140492
wavelet-HLH_glcm_MaximumProbability,4,69,17;14;14;24,estimable,,1.10486629,0.77589947,0.82978138,0.0
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,4,69,17;14;14;24,estimable,,2.71301477,0.4380201,0.59431802,0.0
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,4,69,17;14;14;24,estimable,,3.40208692,0.3336849,0.48760096,0.00618595
wavelet-HLH_glrlm_RunEntropy,4,69,17;14;14;24,estimable,,6.10297945,0.10670614,0.20682072,0.04773815
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,4,69,17;14;14;24,estimable,,14.99356078,0.00182216,0.03731232,0.18451632
wavelet-HLH_glrlm_RunVariance,4,69,17;14;14;24,estimable,,14.61153418,0.00218059,0.03731232,0.17863899
wavelet-HLH_glszm_GrayLevelVariance,4,69,17;14;14;24,estimable,,3.11179776,0.37470729,0.5269856,0.00171997
wavelet-HLH_glszm_LargeAreaEmphasis,4,69,17;14;14;24,estimable,,6.17305618,0.1034876,0.20432167,0.04881625
wavelet-HLH_glszm_SizeZoneNonUniformity,4,69,17;14;14;24,estimable,,2.08814308,0.55431522,0.68234191,0.0
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,4,69,17;14;14;24,estimable,,6.710987,0.08170294,0.17847167,0.05709211
wavelet-HLH_glszm_SmallAreaEmphasis,4,69,17;14;14;24,estimable,,7.76087739,0.051221,0.14883083,0.07324427
wavelet-HLH_glszm_ZoneEntropy,4,69,17;14;14;24,estimable,,9.31050681,0.02543509,0.10388216,0.09708472
wavelet-HLH_glszm_ZonePercentage,4,69,17;14;14;24,estimable,,3.3994563,0.33403832,0.48760096,0.00614548
wavelet-HLH_gldm_DependenceEntropy,4,69,17;14;14;24,estimable,,0.86884145,0.83293982,0.86089082,0.0
wavelet-HLH_gldm_DependenceVariance,4,69,17;14;14;24,estimable,,2.66546184,0.44612864,0.60003328,0.0
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,4,69,17;14;14;24,estimable,,8.00074117,0.04599639,0.1375426,0.07693448
wavelet-HLH_ngtdm_Busyness,4,69,17;14;14;24,estimable,,5.06970005,0.16676393,0.28855781,0.03184154
wavelet-HLH_ngtdm_Strength,4,69,17;14;14;24,estimable,,4.07073351,0.25392679,0.39301232,0.01647282
wavelet-HHL_firstorder_90Percentile,4,69,17;14;14;24,estimable,,3.05743776,0.38285391,0.53116669,0.00088366
wavelet-HHL_firstorder_Kurtosis,4,69,17;14;14;24,estimable,,9.29345651,0.02563326,0.10388216,0.09682241
wavelet-HHL_firstorder_Maximum,4,69,17;14;14;24,estimable,,3.66281034,0.30025191,0.45120851,0.01019708
wavelet-HHL_firstorder_Mean,4,69,17;14;14;24,estimable,,1.71119578,0.63444759,0.7484061,0.0
wavelet-HHL_firstorder_Median,4,69,17;14;14;24,estimable,,1.23274353,0.74516224,0.81386514,0.0
wavelet-HHL_firstorder_Skewness,4,69,17;14;14;24,estimable,,1.11213442,0.77414562,0.82978138,0.0
wavelet-HHL_firstorder_Uniformity,4,69,17;14;14;24,estimable,,3.21760965,0.35927544,0.51230016,0.00334784
wavelet-HHL_glcm_Autocorrelation,4,69,17;14;14;24,estimable,,2.15597543,0.54067181,0.67419805,0.0
wavelet-HHL_glcm_Correlation,4,69,17;14;14;24,estimable,,6.76798632,0.07967225,0.17781922,0.05796902
wavelet-HHL_glcm_Imc1,4,69,17;14;14;24,estimable,,1.73502705,0.62917476,0.7453301,0.0
wavelet-HHL_glcm_Imc2,4,69,17;14;14;24,estimable,,8.80702542,0.03196972,0.11449621,0.08933885
wavelet-HHL_glcm_InverseVariance,4,69,17;14;14;24,estimable,,0.39050751,0.94219637,0.94835452,0.0
wavelet-HHL_glrlm_LongRunEmphasis,4,69,17;14;14;24,estimable,,12.33475303,0.00632014,0.0526109,0.14361159
wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,4,69,17;14;14;24,estimable,,14.96948345,0.00184291,0.03731232,0.1841459
wavelet-HHL_glrlm_RunEntropy,4,69,17;14;14;24,estimable,,6.95204256,0.07344215,0.17136502,0.06080065
wavelet-HHL_glszm_GrayLevelNonUniformity,4,69,17;14;14;24,estimable,,6.40101954,0.09364886,0.19229233,0.05232338
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,4,69,17;14;14;24,estimable,,5.02333803,0.17009617,0.29105345,0.03112828
wavelet-HHL_glszm_SmallAreaEmphasis,4,69,17;14;14;24,estimable,,6.17597648,0.10335551,0.20432167,0.04886118
wavelet-HHL_glszm_ZonePercentage,4,69,17;14;14;24,estimable,,4.10369713,0.25048223,0.38963902,0.01697996
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,4,69,17;14;14;24,estimable,,7.24763558,0.06440994,0.1626087,0.06534824
wavelet-HHH_firstorder_Entropy,4,69,17;14;14;24,estimable,,0.44033526,0.93178973,0.94405012,0.0
wavelet-HHH_firstorder_Kurtosis,4,69,17;14;14;24,estimable,,9.25713155,0.02606051,0.10424204,0.09626356
wavelet-HHH_firstorder_Maximum,4,69,17;14;14;24,estimable,,0.95153105,0.81297767,0.85169089,0.0
wavelet-HHH_firstorder_Mean,4,69,17;14;14;24,estimable,,1.5882005,0.66206823,0.76088438,0.0
wavelet-HHH_firstorder_Median,4,69,17;14;14;24,estimable,,4.54966334,0.20790298,0.33702167,0.02384097
wavelet-HHH_firstorder_Skewness,4,69,17;14;14;24,estimable,,0.30315691,0.95943366,0.96255885,0.0
wavelet-HHH_glcm_Autocorrelation,4,69,17;14;14;24,estimable,,1.52237591,0.6771157,0.76534425,0.0
wavelet-HHH_glcm_Correlation,4,69,17;14;14;24,estimable,,6.6106547,0.08539923,0.1839368,0.05554853
wavelet-HHH_glcm_Idmn,4,69,17;14;14;24,estimable,,1.85005132,0.60410424,0.72398485,0.0
wavelet-HHH_glcm_Imc1,4,69,17;14;14;24,estimable,,1.13029821,0.76976547,0.8289782,0.0
wavelet-HHH_glcm_Imc2,4,69,17;14;14;24,estimable,,1.75065417,0.62573155,0.74411319,0.0
wavelet-HHH_glcm_MaximumProbability,4,69,17;14;14;24,estimable,,0.76745046,0.85723555,0.87717126,0.0
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,4,69,17;14;14;24,estimable,,4.38272004,0.222993,0.35771794,0.02127262
wavelet-HHH_glrlm_RunEntropy,4,69,17;14;14;24,estimable,,6.52612001,0.08863807,0.18571786,0.054248
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,4,69,17;14;14;24,estimable,,8.2500435,0.04111707,0.13330587,0.0807699
wavelet-HHH_glrlm_RunVariance,4,69,17;14;14;24,estimable,,10.50942812,0.01469708,0.07375671,0.11552966
wavelet-HHH_glszm_GrayLevelVariance,4,69,17;14;14;24,estimable,,1.05489986,0.78797105,0.8368796,0.0
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,4,69,17;14;14;24,estimable,,7.11173168,0.0684205,0.16473855,0.06325741
wavelet-HHH_glszm_SmallAreaEmphasis,4,69,17;14;14;24,estimable,,2.07953355,0.55606435,0.68234191,0.0
wavelet-HHH_glszm_ZoneEntropy,4,69,17;14;14;24,estimable,,7.20590466,0.06561656,0.16426003,0.06470623
wavelet-HHH_glszm_ZonePercentage,4,69,17;14;14;24,estimable,,1.86058684,0.60184013,0.72398485,0.0
wavelet-HHH_gldm_DependenceEntropy,4,69,17;14;14;24,estimable,,5.18663813,0.15862974,0.27918834,0.03364059
wavelet-HHH_gldm_DependenceVariance,4,69,17;14;14;24,estimable,,6.08041825,0.10776258,0.20682072,0.04739105
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,4,69,17;14;14;24,estimable,,7.12664805,0.06796877,0.16473855,0.06348689
wavelet-LLL_firstorder_Entropy,4,69,17;14;14;24,estimable,,14.38012074,0.00243086,0.03790892,0.17507878
wavelet-LLL_firstorder_Kurtosis,4,69,17;14;14;24,estimable,,5.25011657,0.1543722,0.27483606,0.03461718
wavelet-LLL_firstorder_MeanAbsoluteDeviation,4,69,17;14;14;24,estimable,,10.04112602,0.01821976,0.0831773,0.10832502
wavelet-LLL_firstorder_Minimum,4,69,17;14;14;24,estimable,,10.95512988,0.011971,0.06870259,0.12238661
wavelet-LLL_firstorder_Skewness,4,69,17;14;14;24,estimable,,1.46046941,0.69142355,0.7663009,0.0
wavelet-LLL_glcm_Correlation,4,69,17;14;14;24,estimable,,15.80756042,0.00124179,0.03731232,0.19703939
wavelet-LLL_glcm_Idmn,4,69,17;14;14;24,estimable,,4.27888373,0.23288184,0.36972993,0.01967513
wavelet-LLL_glcm_Idn,4,69,17;14;14;24,estimable,,3.2850114,0.34973423,0.50335581,0.00438479
wavelet-LLL_glcm_Imc1,4,69,17;14;14;24,estimable,,10.45250013,0.0150866,0.07375671,0.11465385
wavelet-LLL_glcm_MaximumProbability,4,69,17;14;14;24,estimable,,12.86359413,0.00494107,0.0475578,0.1517476
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,4,69,17;14;14;24,estimable,,16.01601249,0.00112544,0.03731232,0.20024635
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,4,69,17;14;14;24,estimable,,15.14818014,0.0016943,0.03731232,0.18689508
wavelet-LLL_glszm_ZoneEntropy,4,69,17;14;14;24,estimable,,8.27191808,0.04071387,0.13330587,0.08110643
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,4,69,17;14;14;24,estimable,,2.64142179,0.450274,0.60297562,0.0
wavelet-LLL_ngtdm_Contrast,4,69,17;14;14;24,estimable,,6.48280878,0.09034295,0.18745287,0.05358167
wavelet-LLL_ngtdm_Strength,4,69,17;14;14;24,estimable,,12.36267724,0.00623863,0.0526109,0.14404119
