feature,group_a,group_b,n_a,n_b,frequency_a,frequency_b,frequency_difference,odds_ratio,ci_low,ci_high,fisher_p,p_adjusted_holm
chr7q::loss,STATE_A,STATE_C,17,14,0.0,0.0,0.0,0.82857143,0.01546206,44.40097205,1.0,1.0
chr7q::loss,STATE_A,STATE_D,17,24,0.0,0.0,0.0,1.4,0.02648339,74.00864446,1.0,1.0
chr7q::loss,STATE_B,STATE_C,14,14,0.0,0.0,0.0,1.0,0.01855505,53.89368994,1.0,1.0
chr7q::loss,STATE_B,STATE_D,14,24,0.0,0.0,0.0,1.68965517,0.03178043,89.83309577,1.0,1.0
chr7q::loss,STATE_C,STATE_D,14,24,0.0,0.0,0.0,1.68965517,0.03178043,89.83309577,1.0,1.0
chr7q::gain,STATE_A,STATE_B,17,14,0.058823529411764705,0.35714285714285715,-0.29831932773109243,0.15702479,0.0218104,1.13050598,0.06711161,0.40266966
chr7q::gain,STATE_A,STATE_C,17,14,0.058823529411764705,0.14285714285714285,-0.08403361344537814,0.45454545,0.05275872,3.91615975,0.57641824,1.0
chr7q::gain,STATE_A,STATE_D,17,24,0.058823529411764705,0.20833333333333334,-0.14950980392156865,0.32231405,0.04721697,2.20019075,0.37250611,1.0
chr7q::gain,STATE_B,STATE_C,14,14,0.35714285714285715,0.14285714285714285,0.2142857142857143,2.89473684,0.52009899,16.11135869,0.38454106,1.0
chr7q::gain,STATE_B,STATE_D,14,24,0.35714285714285715,0.20833333333333334,0.1488095238095238,2.05263158,0.49932396,8.43800162,0.44850045,1.0
chr7q::gain,STATE_C,STATE_D,14,24,0.14285714285714285,0.20833333333333334,-0.0654761904761905,0.70909091,0.13548441,3.71120122,1.0,1.0
chr8p::loss,STATE_A,STATE_B,17,14,0.11764705882352941,0.35714285714285715,-0.23949579831932774,0.27859238,0.05093413,1.52380569,0.19754789,1.0
chr8p::loss,STATE_A,STATE_C,17,14,0.11764705882352941,0.07142857142857142,0.046218487394957986,1.4516129,0.16879086,12.48397021,1.0,1.0
chr8p::loss,STATE_A,STATE_D,17,24,0.11764705882352941,0.375,-0.25735294117647056,0.26315789,0.0552439,1.25356962,0.08547347,1.0
chr8p::loss,STATE_B,STATE_C,14,14,0.35714285714285715,0.07142857142857142,0.2857142857142857,5.21052632,0.71433895,38.00658584,0.1647343,1.0
chr8p::loss,STATE_B,STATE_D,14,24,0.35714285714285715,0.375,-0.01785714285714285,0.94459834,0.25112908,3.55301753,1.0,1.0
chr8p::loss,STATE_C,STATE_D,14,24,0.07142857142857142,0.375,-0.3035714285714286,0.18128655,0.02793342,1.17654084,0.05942152,1.0
chr8p::gain,STATE_A,STATE_B,17,14,0.0,0.07142857142857142,-0.07142857142857142,0.25714286,0.00969068,6.82330589,0.4516129,1.0
chr8p::gain,STATE_A,STATE_C,17,14,0.0,0.07142857142857142,-0.07142857142857142,0.25714286,0.00969068,6.82330589,0.4516129,1.0
chr8p::gain,STATE_A,STATE_D,17,24,0.0,0.0,0.0,1.4,0.02648339,74.00864446,1.0,1.0
chr8p::gain,STATE_B,STATE_C,14,14,0.07142857142857142,0.07142857142857142,0.0,1.0,0.09203043,10.86597153,1.0,1.0
chr8p::gain,STATE_B,STATE_D,14,24,0.07142857142857142,0.0,0.07142857142857142,5.44444444,0.20715408,143.09143826,0.36842105,1.0
chr8p::gain,STATE_C,STATE_D,14,24,0.07142857142857142,0.0,0.07142857142857142,5.44444444,0.20715408,143.09143826,0.36842105,1.0
chr8q::loss,STATE_A,STATE_B,17,14,0.058823529411764705,0.21428571428571427,-0.15546218487394958,0.2987013,0.03823807,2.33334153,0.30411568,1.0
chr8q::loss,STATE_A,STATE_C,17,14,0.058823529411764705,0.0,0.058823529411764705,2.63636364,0.09944974,69.88870187,1.0,1.0
chr8q::loss,STATE_A,STATE_D,17,24,0.058823529411764705,0.16666666666666666,-0.10784313725490195,0.41414141,0.05843402,2.93515838,0.38224548,1.0
chr8q::loss,STATE_B,STATE_C,14,14,0.21428571428571427,0.0,0.21428571428571427,8.82608696,0.41274202,188.73729273,0.22222222,1.0
chr8q::loss,STATE_B,STATE_D,14,24,0.21428571428571427,0.16666666666666666,0.047619047619047616,1.38647343,0.28773073,6.68092895,1.0,1.0
chr8q::loss,STATE_C,STATE_D,14,24,0.0,0.16666666666666666,-0.16666666666666666,0.15708812,0.00783502,3.14953486,0.27586534,1.0
chr8q::gain,STATE_A,STATE_B,17,14,0.0,0.14285714285714285,-0.14285714285714285,0.14285714,0.00629576,3.24157221,0.19569892,1.0
chr8q::gain,STATE_A,STATE_C,17,14,0.0,0.21428571428571427,-0.21428571428571427,0.09387755,0.00442279,1.99263221,0.08097887,1.0
chr8q::gain,STATE_A,STATE_D,17,24,0.0,0.0,0.0,1.4,0.02648339,74.00864446,1.0,1.0
chr8q::gain,STATE_B,STATE_C,14,14,0.14285714285714285,0.21428571428571427,-0.07142857142857142,0.65714286,0.1075584,4.01490466,1.0,1.0
chr8q::gain,STATE_B,STATE_D,14,24,0.14285714285714285,0.0,0.14285714285714285,9.8,0.43625643,220.14575271,0.12944523,1.0
chr8q::gain,STATE_C,STATE_D,14,24,0.21428571428571427,0.0,0.21428571428571427,14.91304348,0.70984933,313.30432773,0.04314841,1.0
chr9p::loss,STATE_A,STATE_B,17,14,0.0,0.07142857142857142,-0.07142857142857142,0.25714286,0.00969068,6.82330589,0.4516129,1.0
chr9p::loss,STATE_A,STATE_C,17,14,0.0,0.2857142857142857,-0.2857142857142857,0.06666667,0.0032524,1.36651036,0.03181313,1.0
