patch_index,target_x,target_y,predicted_class,tumor_probability,selected_tumor,prob_adipose_tissue,prob_blank_space,prob_clear_cell_renal_cell_carcinoma,prob_cyst_content,prob_fibrocollagenous_tissue,prob_hemorrhage,prob_inflammation,prob_marker,prob_necrosis,prob_renal_parenchyma
0,40693,768,Fibrocollagenous Tissue,0.0007024439983069897,False,1.26666241939688e-08,1.3755611775502496e-14,0.0007024439983069897,2.1492631276487373e-05,0.8661068677902222,0.1323791891336441,0.00030194109422154725,0.00031493394635617733,2.1424913938972168e-05,0.00015160112525336444
1,40949,768,Fibrocollagenous Tissue,0.01324537768959999,False,4.73194061711979e-09,4.428476845425144e-19,0.01324537768959999,5.6372781997993116e-09,0.9201627969741821,0.0655936747789383,0.0005197771824896336,1.4069395319893374e-06,0.00043144909432157874,4.553359394776635e-05
2,39669,1024,Hemorrhage,0.020141607150435448,False,7.85146312409779e-06,1.1318620898705651e-20,0.020141607150435448,1.0943064125967794e-06,0.18716898560523987,0.7926174402236938,1.924494881677674e-06,3.2298544283548836e-06,5.037341907154769e-05,7.4741060416272376e-06
3,39925,1024,Hemorrhage,0.004500886891037226,False,7.491485689570254e-07,7.543304851332375e-18,0.004500886891037226,1.2061492498105508e-06,0.11097657680511475,0.8844361305236816,6.004920578561723e-06,4.815600732399616e-06,6.4527390350122e-05,9.030999535752926e-06
4,40181,1024,Hemorrhage,0.014235572889447212,False,1.1777359087972172e-09,2.724388301219259e-16,0.014235572889447212,1.260818009996001e-07,0.1590261608362198,0.824539065361023,0.0016292213695123792,5.424630217021331e-06,0.0005139283020980656,5.064112338004634e-05
5,40437,1024,Hemorrhage,0.09280366450548172,False,5.22680299042122e-09,1.3632255455718097e-16,0.09280366450548172,1.008337093821865e-07,0.29888272285461426,0.5602443218231201,0.04592817649245262,8.69962514116196e-06,0.0019327817717567086,0.0001994719641515985
6,40693,1024,Fibrocollagenous Tissue,0.08881761133670807,False,6.530488860789774e-08,1.070909690234507e-18,0.08881761133670807,4.223547733772648e-08,0.7296603918075562,0.14310990273952484,0.03168170154094696,7.701090680711786e-07,0.0056840586476027966,0.0010453826980665326
7,40949,1024,Hemorrhage,0.18411828577518463,False,3.0239560855349623e-10,8.231105446659687e-21,0.18411828577518463,4.1572480050447447e-13,0.2943001687526703,0.47727417945861816,0.014611330814659595,6.523457614093786e-07,0.029568439349532127,0.0001270114298677072
8,41205,1024,Hemorrhage,0.27614784240722656,False,1.7672578081929374e-13,4.6580062175941115e-20,0.27614784240722656,3.956133289902418e-16,0.0058728610165417194,0.7142266631126404,0.002218719804659486,1.7872418993647443e-06,0.001526320818811655,5.770096777268918e-06
9,44788,1024,Inflammation,0.1509413868188858,False,2.0234867485746915e-15,1.0496826962890496e-23,0.1509413868188858,1.4167717346524888e-11,3.988501703133807e-06,4.636668109014863e-06,0.8490287065505981,1.8701966364442768e-10,2.4254411528090714e-06,1.890933526738081e-05
10,45044,1024,Clear Cell Renal Cell Carcinoma,0.768316388130188,False,2.55211802212274e-12,2.134133301016012e-22,0.768316388130188,1.4415652005439483e-09,4.968394023308065e-06,2.0308481907704845e-05,0.23017288744449615,1.094494495035292e-10,0.0004577182698994875,0.0010277576511725783
11,45812,1024,Hemorrhage,1.939279172802344e-05,False,7.94771082279766e-10,3.5943296780485256e-15,1.939279172802344e-05,1.367470872537524e-06,0.23157049715518951,0.7681989669799805,2.0940078115927463e-08,2.3460353659743305e-09,0.000208812125492841,1.03246827620751e-06
12,38645,1280,Hemorrhage,0.02020585909485817,False,7.848176553082453e-10,5.370909827995263e-10,0.02020585909485817,8.885333954822272e-06,0.4715522527694702,0.495432049036026,0.0021351035684347153,0.0008399587241001427,0.009810401126742363,1.5447047189809382e-05
13,38901,1280,Fibrocollagenous Tissue,0.01954236999154091,False,2.438866664178363e-09,9.811801371384377e-11,0.01954236999154091,0.00033349491422995925,0.7199510931968689,0.23827148973941803,0.0055286516435444355,0.0010080975480377674,0.015343773178756237,2.109349225065671e-05
