excluded_k,valid_run_count,primary_core_count,primary_core_patient_count,mean_matched_jaccard,min_matched_jaccard,matched_core_mean_jaccard,extra_core_count,missing_core_count
2,18,4,62,0.8301277526821006,0.7142857142857143,0.8301277526821006,0,0
3,18,5,70,0.640761653805132,0.0,0.800952067256415,1,0
4,18,5,64,0.782608695652174,0.0,0.9782608695652174,1,0
5,18,4,57,0.9886363636363636,0.9545454545454546,0.9886363636363636,0,0
6,18,4,57,0.9372909698996656,0.8260869565217391,0.9372909698996656,0,0
7,18,4,57,0.953125,0.8125,0.953125,0,0
8,18,4,63,0.8563673168936328,0.6842105263157895,0.8563673168936328,0,0
