run_id,initial_k,repeat,valid_for_analysis,raw_control_status,review_status,partition_assessment,rounds_used,accepted_set_count,accepted_patient_count,api_calls,total_tokens
run1_K2,2,1,True,complete,review_complete,unavailable,1,2,103,4,270776
run1_K3,3,1,True,complete,review_complete,unavailable,1,3,103,4,399280
run1_K4,4,1,True,complete,review_complete,unavailable,1,4,103,4,572504
run1_K5,5,1,True,complete,review_complete,unavailable,1,5,103,4,760459
run1_K6,6,1,True,complete,review_complete,unavailable,1,6,103,4,974169
run1_K7,7,1,True,complete,review_complete,unavailable,1,5,89,4,1219305
run1_K8,8,1,True,complete,review_complete,unavailable,1,5,76,4,1469597
run2_K2,2,2,True,complete,review_complete,unavailable,1,2,103,4,266948
run2_K3,3,2,True,complete,review_complete,unavailable,1,3,103,4,405662
run2_K4,4,2,True,complete,review_complete,unavailable,1,4,103,4,572523
run2_K5,5,2,True,complete,review_complete,unavailable,1,5,103,4,760514
run2_K6,6,2,True,complete,review_complete,unavailable,1,6,103,4,970731
run2_K7,7,2,True,complete,review_complete,unavailable,1,7,103,4,1210123
run2_K8,8,2,True,complete,review_complete,unavailable,1,6,91,4,1473288
run3_K2,2,3,True,complete,review_complete,unavailable,1,2,103,4,266348
run3_K3,3,3,True,complete,review_complete,unavailable,1,3,103,4,419704
run3_K4,4,3,True,complete,review_complete,unavailable,1,4,103,4,575052
run3_K5,5,3,True,complete,review_complete,unavailable,1,5,103,5,772926
run3_K6,6,3,True,complete,review_complete,unavailable,1,6,103,4,978789
run3_K7,7,3,True,complete,review_complete,unavailable,1,7,103,4,1229029
run3_K8,8,3,True,complete,review_complete,unavailable,1,8,103,4,1468594
