excluded_k,valid_run_count,primary_core_count,primary_core_patient_count,mean_matched_jaccard,min_matched_jaccard,matched_core_mean_jaccard,extra_core_count,missing_core_count
2,18,6,66,0.9250541125541126,0.8181818181818182,0.9250541125541126,0,0
3,18,6,66,0.9553571428571429,0.8571428571428571,0.9553571428571429,0,0
4,18,5,67,0.7076068376068377,0.0,0.8491282051282052,0,1
5,18,7,73,0.7709255030683603,0.0,0.899413086913087,1,0
6,18,6,72,0.6480555555555556,0.0,0.6480555555555556,0,0
7,18,6,72,0.9146441793500616,0.8181818181818182,0.9146441793500616,0,0
8,18,5,66,0.7158288770053476,0.0,0.8589946524064171,0,1
