gene,driver_panel_member,set_mutated_n,set_n,rest_mutated_n,rest_n,odds_ratio,zero_cell_correction_applied,effect_status,p_value,q_global,q_driver,odds_ratio_ci95_lower,odds_ratio_ci95_upper
VHL,True,13,50,43,53,0.08170961659333752,False,estimated,1.647256095471757e-08,5.9021185900753046e-05,2.4708841432076353e-07,0.03210191582697712,0.2079770403677776
BAP1,True,13,50,0,53,38.52,True,estimated,3.315212447284996e-05,0.059392030993110696,0.0002486409335463747,2.220553781808369,668.2073688805837
PBRM1,True,10,50,29,53,0.20689655172413793,False,estimated,0.00047480510209575944,0.5670755602697021,0.002374025510478797,0.08589839037153175,0.4983351018592034
ATM,False,0,50,6,53,0.07235338918507235,True,estimated,0.027169593030119687,1.0,,0.003966626115974776,1.3197646497318218
CPEB4,False,4,50,0,53,10.35483870967742,True,estimated,0.05208904671163861,1.0,,0.5429984656124933,197.464065727126
SLITRK6,False,4,50,0,53,10.35483870967742,True,estimated,0.05208904671163861,1.0,,0.5429984656124933,197.464065727126
SYNE1,False,4,50,0,53,10.35483870967742,True,estimated,0.05208904671163861,1.0,,0.5429984656124933,197.464065727126
KDM5C,True,5,50,1,53,5.777777777777778,False,estimated,0.10570583043455688,1.0,0.3324832768827997,0.6506243471993403,51.30874089339115
LYST,False,5,50,1,53,5.777777777777778,False,estimated,0.10570583043455688,1.0,,0.6506243471993403,51.30874089339115
SPTA1,False,5,50,1,53,5.777777777777778,False,estimated,0.10570583043455688,1.0,,0.6506243471993403,51.30874089339115
AKAP9,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
AKNAD1,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
ASCC3,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
CHD6,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
DIP2C,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
DNAH8,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
GLB1,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
KHK,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
LAMC2,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
MEGF10,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
NAV3,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
SALL1,False,3,50,0,53,7.88421052631579,True,estimated,0.11082775896093323,1.0,,0.39691587863553907,156.60944539925228
